Name,Is Fork,Commits,Branches,Default Branch,Releases,Contributors,License,Watchers,Stargazers,Forks,Size,Created At,Pushed At,Updated At,Homepage,Main Language,Total Issues,Open Issues,Total Pull Requests,Open Pull Requests,Last Commit,Last Commit SHA,Has Wiki,Is Archived,Languages,Labels,spring,test,checkstyle,maven,gradle,gradle_on_root,maven_usage_on_root,score
apache/iotdb,False,5353,79,master,14,148,Apache License 2.0,87,1640,504,61729,2018-11-24 21:29:17.0,2021-11-07 06:45:38.0,2021-11-06 21:53:26.0,https://iotdb.apache.org/,Java,393,110,3842,43,2021-11-05 16:05:19.0,25fefb540b6ee9ceaafa515a4ef2b571ec3be08a,True,False,"Java,Scala,Python,C++,Vue,Shell,JavaScript,Batchfile,Thrift,ANTLR,Roff,Stylus,MATLAB,CMake,HTML","0.11.4,0.11.5,0.12,0.12.1,0.12.1 & 0.13,0.12.2,0.12.3,0.13,bug,dependencies,Easy-Fixed,Experimental,github_actions,Hot-Fix,Improvement,In Progress,java,master,Module - C++ client,Module - CLI,Module - Cluster,Module - Compaction,Module - Documents,Module - Examples,Module - File Sync,Module - Flink,Module - Go Client,Module - Grafana,Module - Hadoop,Module - Hive,Module - Index,Module - Java Client,Module - JDBC,Module - Metrics,Module - MQTT,Module - Python Client,Module - Query Processing,Module - Restful,Module - Rocketmq,Module - RPC,Module - Schema Manager,Module - site,Module - Spark,Module - SQL,Module - Standalone,Module - Storage Engine,Module - TsFile,Module - UDF,Module - Upgrade Tool,Module - WAL,Module - Zeppelin,Need Test,New Feature,Priority - High,Priority - Low,Priority - Middle,ready for review,Solution,Tool,Trivial,v0.11.1",1,1253,1,1,0,0,1,39.375596957778875
syndesisio/syndesis,False,17134,28,1.13.x,58,90,Apache License 2.0,52,469,196,198028,2017-10-02 17:26:55.0,2021-11-05 13:34:54.0,2021-11-06 13:39:41.0,https://syndesis.io/,Java,3660,71,6124,13,2021-11-03 10:18:12.0,f7fdcd950296d9cd6a1193cc7f326a29e93813db,True,False,"Java,TypeScript,Go,Shell,JavaScript,CSS,Mustache,Makefile,HTML,Perl,Dockerfile,SCSS,Groovy","backport 1.10.x,backport 1.11.x,backport 1.12.x,backport 1.6.x,backport 1.7.x,backport 1.8.x,backport 1.9.x,backport master,cat/bug,cat/build,cat/design,cat/discussion,cat/enhancement,cat/feature,cat/process,cat/question,cat/research,cat/starter,cat/techdebt,cat/techdoc,cat/user-story,closed/duplicate,closed/migrated,closed/verified,closed/wont-fix,dependencies,Epic,ext/atlasmap,ext/docs,ext/qe,go,group/camel-k,group/common,group/connector,group/datavirt,group/extension,group/install,group/integration,group/meta,group/operator,group/s2i,group/server,group/test,group/ui,group/uxd,ignore/qe,java,javascript,monitoring,notif/doc,notif/pm,notif/triage,notif/uxd,ocp4,pr/1.4.x,pr/1.5.x,pr/1.6.x,pr/1.7.x,pr/1.8.x,pr/approved,pr/needs-backport,pr/review-requested,pr/wip,prio/p0,prio/p1,prio/p2,security,size/l,size/m,size/s,size/xl,size/XS,size/XXL,source/pm,source/qe,status/never-stale,status/stale,target/7.5,target/7.x,zenhub/backlog,zenhub/done,zenhub/in-progress,zenhub/review",1,1631,1,1,0,0,0,38.193361953366946
camunda-consulting/code,False,1677,209,master,0,44,Apache License 2.0,70,462,882,125339,2013-04-04 15:31:22.0,2021-11-02 08:05:13.0,2021-11-02 08:05:18.0,http://camunda.org,Java,43,22,249,186,2021-11-02 08:05:13.0,7517ac854198fb4483e00d5b8fd4339f435356c9,True,False,"Java,JavaScript,HTML,CSS,SCSS,SQLPL,TypeScript,Vue,Shell,Dockerfile,C#,Makefile,Less,Python,XSLT,FreeMarker,Scala","bug,dependencies,duplicate,enhancement,invalid,java,javascript,question,wontfix",1,1936,0,1,1,0,0,37.94683512017046
spockframework/spock,False,2777,17,master,12,94,Apache License 2.0,145,3026,419,24996,2010-12-12 19:02:34.0,2021-11-06 20:03:47.0,2021-11-06 07:13:48.0,https://spockframework.org,Java,859,209,524,32,2021-11-04 23:53:34.0,4424e1c2c9d46330aa7b630be3592704381f9910,True,False,"Java,Groovy","3rd-party: Gradle,3rd-party: junit-platform,3rd-party: Maven Surefire,blocked,breaking change,bug,cannot reproduce,component:core,component:docs,component:spring,declined,duplicate,enhancement,good first issue,groovy3,groovy4,help wanted,incomplete,infrastructure,Module-All,Module-Core,Module-Grails,Module-Spring,Module-Tapestry,Module-Unitils,new feature,not a bug,obsolete,partial fix,regression,request-for-comments,SSCCE required,story,Type-Defect,Type-Enhancement,Type-NewFeature,Type-Task,waiting for feedback,waiting upstream,will be closed unless updated,won't fix",1,604,0,0,1,1,0,36.44020694803598
mybatis/spring-boot-starter,False,838,7,master,21,21,Other,232,3468,1560,10143,2015-09-25 13:05:15.0,2021-10-23 04:26:41.0,2021-10-23 04:26:39.0,,Java,314,7,266,2,2021-10-23 04:26:33.0,2119d3a8ec5adda48b3e1570e721b9bd03da09e2,True,False,"Java,Groovy,Kotlin,Shell,FreeMarker","bug,bug on dependency library,dependencies,documentation,duplicate,enhancement,help wanted,invalid,no backward compatibility,polishing,question,sample,waiting-feedback,wontfix",1,205,0,1,0,0,1,36.26537314935671
inception-project/inception,False,14406,43,main,81,50,Apache License 2.0,13,335,106,91722,2018-03-27 15:04:00.0,2021-11-06 21:37:24.0,2021-11-06 21:37:27.0,https://inception-project.github.io,Java,1607,297,1076,11,2021-11-06 21:37:22.0,a9369d3e2900af2374fb6416fd56d02d92c13e51,False,False,"Java,JavaScript,Jupyter Notebook,HTML,CoffeeScript,CSS,SCSS,Vue,Makefile,Python,Shell,Batchfile,Dockerfile","⚙️Refactoring,browser-chrome,browser-firefox,browser-safari,Critical,Demo server,dependencies,Module: Active Learning,Module: Agreement,Module: Annotation,Module: Annotator Web API,Module: brat,Module: CAS Doctor,Module: Curation,Module: Dashboard,Module: Document Metadata,Module: ElasticSearch,Module: Entity Linking,Module: External Search,Module: Fact Linking,Module: HTML,Module: Images,Module: Knowledge Base,Module: Logging,Module: Monitoring,Module: PDF editor,Module: Preferences,Module: Project Search,Module: Project Settings,Module: PubAnnotation,Module: Recogito,Module: Recommender,Module: Remote API,Module: Scheduler,Module: Sharing,Module: TAG editor,Module: Tagsets,Module: TSV,Module: Versioning,Module: Workload,Needs attention,Needs confirmation,Needs debugging,Requires upstream changes,Scalability,Stale,Support request,Testing,Triage,WIP,❓Question,🆕Enhancement,🎭Duplicate,🐛Bug,🐾Good first issue,💀  Removal,💖Nice to have,📖Documentation,🕶️UX,🗑️Wontfix,🚀Performance,🚫Invalid",1,1341,1,1,0,0,1,36.09534992596851
cloudfoundry/cf-java-client,False,4655,9,main,105,60,Apache License 2.0,81,308,299,78770,2011-09-21 23:22:33.0,2021-11-01 19:16:31.0,2021-11-01 19:16:41.0,,Java,720,74,403,4,2021-11-01 19:16:31.0,503632eb1a1153ca4faa0e5fbd94b187e031107c,False,False,"Java,Shell,HTML,Dockerfile","bug,client,dependencies,documentation,doppler,enhancement,integration-test,networking,operations,question,reactor,routing,triaged,uaa",1,1719,0,1,0,0,1,35.976997098748654
spring-projects-experimental/spring-native,False,2765,2,main,22,41,Apache License 2.0,94,2221,265,10086,2019-09-05 23:40:14.0,2021-11-07 02:01:41.0,2021-11-06 14:42:52.0,https://spring.io/blog/2021/03/11/announcing-spring-native-beta,Java,956,93,245,3,2021-11-06 14:35:18.0,1f563ea3cf59280ad1faa5b6d1a834df896029f1,False,False,"Java,Shell,HTML,Dockerfile,Groovy","for: external-project,for: team-attention,status: blocked,status: declined,status: duplicate,status: feedback-provided,status: feedback-reminder,status: invalid,status: on-hold,status: pending-design-work,status: superseded,status: waiting-for-feedback,status: waiting-for-triage,theme: aot,type: bug,type: compatibility,type: dependency-upgrade,type: documentation,type: enhancement,type: optimization,type: question,type: regression,type: task",1,850,1,1,1,0,1,35.762966533941125
spring-io/initializr,False,1964,5,main,11,80,Apache License 2.0,162,2686,1421,9537,2013-06-07 16:02:22.0,2021-10-28 07:45:12.0,2021-10-30 01:12:01.0,https://start.spring.io,Java,845,42,370,4,2021-10-28 07:43:01.0,7819f0214cc144d5c805b8a51416c0dc27f7b903,True,False,"Java,Shell,Ruby,Mustache,XSLT,Dockerfile,Batchfile,Vim Snippet","for: external-project,for: stackoverflow,for: team-attention,status: back-port,status: blocked,status: declined,status: duplicate,status: feedback-provided,status: feedback-reminder,status: first-timers-only,status: forward-port,status: ideal-for-contribution,status: invalid,status: noteworthy,status: on-hold,status: pending-design-work,status: superseded,status: waiting-for-feedback,status: waiting-for-triage,type: bug,type: dependency-upgrade,type: documentation,type: enhancement,type: regression,type: task,type: wiki-documentation",1,430,1,1,1,0,1,35.45525530604266
cloudfoundry/uaa,False,9517,135,develop,208,145,Apache License 2.0,174,1383,788,61009,2012-02-07 22:40:55.0,2021-11-04 11:50:10.0,2021-11-04 11:49:10.0,,Java,738,39,974,17,2021-11-04 11:49:05.0,2498777b7f731bd09b274d4ce3b85358fc1db617,False,False,"Java,JavaScript,CSS,HTML,Go,SCSS,Shell,Dockerfile,Ruby,Makefile,Vim Snippet","accepted,blocked,bug,closed due to age,debugging,delivered,dependencies,documentation,expected behavior,feature proposal,feature request,go,in progress,in-flight,java,javascript,performance,release management,ruby,scheduled,story deleted,unscheduled,waiting-cla",1,868,0,1,1,1,0,35.11282282226676
elastic/apm-agent-java,False,1821,14,master,40,63,Apache License 2.0,292,447,241,16151,2018-02-12 11:05:32.0,2021-11-04 17:01:05.0,2021-11-04 12:37:24.0,https://www.elastic.co/guide/en/apm/agent/java/current/index.html,Java,805,145,1424,37,2021-11-04 12:37:20.0,8c57af74b77f782c23a3fc8a21ff841dec05e5cc,True,False,"Java,Shell,Gherkin,Scala,FreeMarker,HTML,Groovy,Python,Dockerfile,Smarty,Pug,JavaScript","[zube]: 7.16,[zube]: 8.0,[zube]: Backlog,[zube]: Done,[zube]: In Progress,[zube]: In Review,[zube]: Inbox,[zube]: Next,[zube]: Pending refinement,[zube]: Support,7.14-candidate,7.15-candidate,7.16-candidate,8.0-candidate,8.1-candidate,8.2-candidate,8.3-candidate,agent-java,api,automation,blocked,bug,chore,ci-reported,community,conflicts,cross agents,dependencies,diagnostics,discuss,docs,duplicate,enhancement,errors,flaky-test,focus,good first issue,impact:critical,impact:high,impact:low,instrumentation,logging,new-feature,performance,setup,stalled,stretch,Team:Automation,Team:Docs,Team:Ecosystem,Team:Elastic-Agent,Team:Elastic-Agent-Control-Plane,Team:Elastic-Agent-Data-Plane,Team:Fleet,Team:Ingest Management,Team:Integrations,Team:Obs-DC,Team:Platforms,Team:Security-External Integrations,Team:Services,Team:Uptime,technical-debt,triage,v7.11.0,v7.12.0,v7.13.0,v7.14.0,v7.15.0,v7.16.0,v8.0.0,v8.1.0,v8.2.0,v8.3.0",1,1535,0,1,0,0,1,34.893131156065415
spring-projects/spring-integration-samples,False,585,11,main,0,23,,243,2008,2477,13158,2011-08-10 04:40:02.0,2021-10-19 20:04:23.0,2021-10-20 05:16:54.0,http://www.springsource.org/spring-integration,Java,76,12,215,3,2021-10-19 20:04:16.0,c7f05cc9fc4ab489eba5a0f5bd413072ce42b181,True,False,"Java,CSS,HTML,JavaScript,Groovy,Perl,XSLT,Python,Ruby","new sample request,waiting-for-reporter",1,443,0,1,1,1,error,34.03410271621082
eclipse/steady,False,1902,42,master,27,11,Other,33,454,114,70540,2018-08-20 13:54:15.0,2021-11-03 12:46:12.0,2021-11-03 12:46:16.0,,Java,58,4,451,6,2021-11-03 12:46:12.0,7140d8bfa4f492ebbb05e3c5457efafb46ddb409,False,False,"Java,JavaScript,Python,HTML,ANTLR,Smarty,Go,Shell,Dockerfile,CSS,Groovy,Makefile","bug,build,database,dependencies,deploy-docs,discussion,docker,docs,duplicate,enhancement,frontend,frontend-bugs,good first issue,hacktoberfest-accepted,helm,help wanted,invalid,kustomize,patch-analyzer,patch-lib-analyzer,plugin-setuptools,python,question,repo-client,rest-backend,rest-lib-utils,windows,wip,wontfix",1,1695,0,1,1,0,1,33.67282483488852
apache/dubbo-admin,False,590,8,develop,3,59,Apache License 2.0,205,3410,1844,14386,2018-01-11 05:30:17.0,2021-11-04 09:57:58.0,2021-11-04 09:30:04.0,https://dubbo.apache.org,Java,554,129,283,2,2021-11-03 05:48:03.0,e14a2556ca25b51b0da81d9dcf1bc93bcf7f8d66,True,False,"Java,Vue,JavaScript,CSS,Shell,Dockerfile,Batchfile,HTML","advice,area/nacos,area/server,area/ui,area/zk,bug,dependencies,dubbo2.7,duplicate,enhancement,FAQ,feature,good first issue,help wanted,invalid,java,javascript,old version,priority/high,status/waiting-for-feedback,Summer 2021,type/question & discussion,type/refactor,type/suggestion,wait-feedback,wontfix",1,54,1,1,0,0,1,33.58279974874745
hcoles/pitest,False,1918,72,master,50,62,Apache License 2.0,58,1309,295,13525,2014-01-07 21:34:34.0,2021-11-03 12:45:10.0,2021-11-04 16:12:49.0,,Java,630,315,324,23,2021-11-03 12:45:05.0,a6388a7d4eafc72fdcc58454f93b1d45a55cde06,False,False,"Java,StringTemplate,CSS,Groovy","bug,dependencies,doc,duplicate,enhancement,help wanted,imported,in progress,invalid,pit_rv,question,ready,wontfix",1,1053,1,1,0,0,1,32.14813292602688
odpi/egeria,False,16608,53,master,27,49,Apache License 2.0,38,459,165,226349,2018-05-31 12:18:34.0,2021-11-05 19:34:42.0,2021-11-05 15:33:27.0,https://egeria-project.org,Java,2130,105,3719,9,2021-11-05 15:33:22.0,97eccdf439d3a8fe0ea13b19aedfde1f9f10e673,True,False,"Java,Jupyter Notebook,Groovy,SCSS,Shell,Dockerfile,HTML,Ruby","backward-compatibility,Blocked,blocker,bug,build-failure,build-improvement,build-warning,cii-badge,code-quality,conformance-testing,consumability,containers,cve,data-virtualization,deprecated,deprecation,development,docker,documentation,dojo,duplicate,enhancement,external-dependency,functionality-call,fvt,github,github_actions,good first issue,gradle,help wanted,inclusivity,invalid,java,javascript,licensing,lineage,logging,message-bus,monitoring,no-issue-activity,no-pr-activity,notebooks,open for discussion,operator,optimization,pending PR,performance,pinned,question,regression,release,released,samples,scenario,security,student-project,techpreview,testing,third party integration,tidy up,to do,triage,unit-test,user-interface,user-issue,windows,wontfix",1,1460,0,1,1,1,1,31.968936427863895
teiid/teiid,False,8357,73,master,0,38,Other,42,242,210,139045,2012-10-05 15:21:04.0,2021-09-28 16:34:57.0,2021-09-29 00:10:05.0,http://teiid.org,Java,55,2,1305,10,2021-09-15 19:43:09.0,b57b70207a6e796b6c3c92f7bbcf4c6009993e17,True,False,"Java,XSLT,HTML,Shell,Batchfile,PLSQL","bug,dependencies,duplicate,enhancement,invalid,pr/wip,question,wontfix",1,1591,1,1,0,0,1,31.654106677279906
apache/dubbo-samples,False,991,2,master,0,78,Apache License 2.0,133,1513,1184,4327,2018-04-28 09:25:29.0,2021-11-02 18:46:15.0,2021-11-02 12:48:45.0,,Java,94,33,294,9,2021-10-29 03:03:37.0,d467e02498bab2a2a70fcbc04eb6b141fa0b994e,True,False,"Java,Shell,Scala,HTML,Dockerfile,Thrift,Roff","bug,dependencies,duplicate,enhancement,first-time-contributor,good first issue,help wanted,invalid,question,waiting-for-feedback,wontfix",1,752,1,1,0,0,1,31.555327112484452
jooq/jooq,False,10624,17,main,0,72,Other,160,4627,1037,254946,2011-04-17 10:43:33.0,2021-11-05 14:13:00.0,2021-11-05 14:39:32.0,https://www.jooq.org,Java,12340,2093,239,1,2021-11-05 14:12:56.0,cd615bcf515e249954f2f3e39f4f7690172c8c98,False,False,"Java,PLpgSQL,Xtend,Kotlin,Scala,HTML,TSQL,PLSQL,CSS","C: Build,C: Code Generation,C: Console,C: DB: Access,C: DB: Aurora MySQL,C: DB: Aurora PostgreSQL,C: DB: Berkeley DB,C: DB: BigQuery,C: DB: Clickhouse,C: DB: CockroachDB,C: DB: CUBRID,C: DB: DB2,C: DB: DB2 for System i,C: DB: DB2 for System z,C: DB: Derby,C: DB: DuckDB,C: DB: Elastic,C: DB: Exasol,C: DB: FileMaker,C: DB: Firebird,C: DB: Greenplum,C: DB: H2,C: DB: Hana,C: DB: HSQLDB,C: DB: Ignite,C: DB: Informix,C: DB: Ingres,C: DB: Interbase,C: DB: KSQL,C: DB: MariaDB,C: DB: MySQL,C: DB: Netezza,C: DB: Oracle,C: DB: Oracle TimesTen,C: DB: Others,C: DB: Postgres Plus,C: DB: PostgreSQL,C: DB: Presto,C: DB: Redshift,C: DB: SingleStore,C: DB: Snowflake,C: DB: Spanner,C: DB: Spark SQL,C: DB: SQL Azure,C: DB: SQL Data Warehouse,C: DB: SQL Server,C: DB: SQLite,C: DB: Sybase ASE,C: DB: Sybase SQL Anywhere,C: DB: Teradata,C: DB: Teradata Aster,C: DB: TiDB,C: DB: Timescale,C: DB: Trino,C: DB: Vertica,C: DB: VoltDB,C: DB: Yugabyte,C: Documentation,C: Functionality,C: GraphQL,C: Integration: Ceylon,C: Integration: Eclipse,C: Integration: Flyway,C: Integration: Groovy,C: Integration: IntelliJ,C: Integration: JavaEE,C: Integration: Kotlin,C: Integration: Liquibase,C: Integration: Scala,C: Integration: Spring,C: Integration: Xtend,C: Meta Data Navigation,C: Migrations,C: Parser,C: Performance,C: SQL 2 jOOQ,C: Test,C: Translator,dependencies,E: All Editions,E: Enterprise Edition,E: Open Source Edition,E: Professional Edition,P: High,P: Low,P: Medium,P: Urgent,R: Answered,R: Duplicate,R: Feedback Pending,R: Fixed,R: Invalid,R: Wontfix,R: Work in progress,R: Worksforme,T: Defect,T: Deprecation,T: Enhancement,T: Incompatible change,T: Support request,T: Task",1,74,0,1,0,0,1,31.314976262619165
spring-cloud/spring-cloud-config,False,1609,38,main,0,155,Apache License 2.0,192,1730,1146,38222,2014-06-13 16:59:44.0,2021-11-03 11:21:15.0,2021-11-04 15:05:58.0,,Java,1494,177,470,14,2021-11-03 11:21:13.0,77fe396d66289285d75d966baa6cdf74d6557cca,True,False,"Java,Shell,Ruby,Groovy","backlog,bug,build,closable,dependencies,documentation,duplicate,enhancement,feedback-provided,feedback-reminder,for team discussion,help wanted,icebox,in progress,invalid,needs-release-note,next,question,ready,task,waiting for feedback,waiting for votes,waiting-for-triage,wontfix",1,736,1,1,0,0,1,30.786093583155075
hashgraph/hedera-services,False,5371,113,master,45,26,Apache License 2.0,26,100,29,150312,2020-05-06 17:17:43.0,2021-11-06 21:38:16.0,2021-11-06 21:38:18.0,,Java,1345,322,1079,25,2021-11-06 21:38:15.0,df8987644d3c50e02f7f5f53f223365d12d36f58,True,False,"Java,HTML,Solidity,Shell,Python,Dockerfile,Perl,Batchfile","Audit,auto-renewal,Blocking,bug,Code cleanup,Contract Service Refactor,dependencies,DevOps,doc,docker,duplicate,enhancement,Epic,Fees,good first issue,HAPI,hcs,HIP-17,HIP-18,HIP-24,hts,hts-contracts,Impact,java,JRS,P1,P2,P3,perf,Regression,Release Note,Release prerequisites,SDK clarification needed,secp256k1,sonar,Test config failure,Test Development,Token auto-association,User acceptance testing,virtual-merkle,vulnerability,wontfix,yahcli",1,1779,0,0,1,1,0,29.84213398255853
ratpack/ratpack,False,6164,10,master,69,129,Other,119,1899,387,25329,2013-01-22 23:04:54.0,2021-08-12 02:00:43.0,2021-08-12 17:49:53.0,https://ratpack.io,Java,1085,186,527,12,2021-07-01 23:52:48.0,1a5d97a011930335fdc97b20a638b6afb070a4a4,False,False,"Java,Groovy,SCSS,JavaScript,HTML,Shell,CSS,Handlebars","v2-proposal,blocked,bug,java9+,new,waiting-on-submitter,waiting-review",1,535,1,0,1,0,0,29.76723025799192
quarkusio/quarkus-quickstarts,False,1437,5,main,0,115,Apache License 2.0,68,1266,933,6673,2018-12-03 08:25:11.0,2021-11-06 15:02:08.0,2021-11-06 12:57:05.0,https://quarkus.io,Java,221,96,756,40,2021-11-03 12:14:08.0,2ac583a41571a4efeaf883eebe0c8fbc8556f514,True,False,"Java,HTML,JavaScript,Shell","bug,duplicate,enhancement,good first issue,gradle,help wanted,invalid,question,regression,wontfix",1,791,0,1,0,0,1,29.588895046017097
